tax_id,accepted_name,synonym,symbol,synonym_symbol,name
1217511,Echinopsis breviflora,Lobivia breviflora,,,
1217512,Echinopsis bruchii,Lobivia bruchii,,,
1217516,Echinopsis walteri,Lobivia walteri,,,
1217522,Facheiroa ulei,Pilocereus ulei,,,
1217522,Facheiroa ulei,Pilosocereus ulei,,,
1217524,Cleistocactus chrysocephalus,Cephalocleistocactus chrysocephalus,,,
308214,Brasiliopuntia brasiliensis,Cactus brasiliensis,,,
308214,Brasiliopuntia brasiliensis,Opuntia brasiliensis,,,
1217527,Discocactus zehntneri subsp. buenekeri,Discocactus buenekeri,,,
308218,Tephrocactus articulatus,Cereus articulatus,,,
308218,Tephrocactus articulatus,Opuntia strobiliformis,,,
308218,Tephrocactus articulatus,Tephrocactus strobiliformis,,,
1217532,Echinopsis aurea subsp. fallax,Lobivia fallax,,,
308219,Leuenbergeria marcanoi,Pereskia marcanoi,,,
308221,Pereskiopsis aquosa,Opuntia aquosa,,,
308223,Opuntia dillenii,Cactus dillenii,,,
308223,Opuntia dillenii,Opuntia stricta var. dillenii,,,
308224,Quiabentia zehntneri,Pereskia zehntneri,,,
1217536,Echinopsis jajoana,Lobivia glauca var. paucicostata,,,
1217536,Echinopsis jajoana,Lobivia jajoana,,,
1217536,Echinopsis jajoana,Lobivia jajoana var. paucicostata,,,
1217539,Echinopsis bridgesii subsp. vallegrandensis,Echinopsis vallegrandensis,,,
1217541,Echinopsis huascha subsp. robusta,Lobivia huascha var. robusta,,,
1217542,Echinopsis tarijensis subsp. bertramiana,Trichocereus bertramianus,,,
1217537,Echinopsis aurea subsp. shaferi,Lobivia shaferi,,,
1217538,Echinopsis aurea var. callochrysea,Hymenorebutia aurea var. callochrysea,,,
1217543,Matucana haynii subsp. hystrix,Matucana haynei subsp. hystrix,,,
1217543,Matucana haynii subsp. hystrix,Matucana hystrix,,,
1586192,Cereus albicaulis,Acanthocereus albicaulis,,,
1586195,Cereus fernambucensis subsp. sericifer,Cereus sericifer,,,
1586195,Cereus fernambucensis subsp. sericifer,Piptanthocereus sericifer,,,
1586196,Cereus hexagonus,Cactus hexagonus,,,
2806805,Brasilicereus phaeacanthus,Cereus phaeacanthus,,,
1586198,Cereus jamacaru subsp. calcirupicola,Cereus calcirupicola,,,
1586198,Cereus jamacaru subsp. calcirupicola,Piptanthocereus calcirupicola,,,
1586199,Cereus jamacaru subsp. goiasensis,Piptanthocereus goiasensis,,,
1586201,Cereus mirabella,"Mirabella minensis F. Ritter, 1979, non Cereus minensis Werderm., 1933",,,
1586203,Cereus saddianus,Monvillea saddiana,,,
701511,Cylindropuntia cholla,Opuntia cholla,,,
701512,Cylindropuntia fulgida,Opuntia fulgida,,,
701515,Cylindropuntia rosea,Opuntia rosea,,,
3421262,Austrocactus coxii subsp. colloncurensis,Austrocactus colloncurensis,,,
2806864,Rhodocactus,Pereskia subg. Rhodocactus,,,
2806865,Rhodocactus stenanthus,Pereskia stenantha,,,
3421271,Austrocactus nobilis,Austrocactus bertinii subsp. nobilis,,,
3421275,Austrocactus longicarpus,Austrocactus coxii subsp. longicarpus,,,
867040,Coryphantha dasyacantha,Escobaria dasyacantha,,,
867040,Coryphantha dasyacantha,Mammillaria dasyacantha,,,
432521,Uebelmannia pectinifera subsp. flavispina,Uebelmannia flavispina,,,
2020596,Browningia microsperma,Cereus microspermus,,,
2020598,Arequipa hempeliana,Echinopsis hempeliana,,,
2020598,Arequipa hempeliana,Oreocereus hempelianus,,,
2020599,Pilosocereus brasiliensis subsp. ruschianus,Pseudopilocereus ruschianus,,,
2020600,Pilosocereus lanuginosus,Cactus lanuginosus,,,
2020601,Pilosocereus oligolepis,Cereus oligolepis,,,
2020602,Pilosocereus piauhyensis,Cereus piauhyensis,,,
2020603,Pilosocereus polygonus,Cactus polygonus,,,
2020604,Xiquexique tuberculatus,Pilocereus tuberculatus,,,
2020604,Xiquexique tuberculatus,Pilosocereus tuberculatus,,,
169218,Rhipsalis teres,Cactus teres,,,
2839822,Mammillaria albilanata subsp. reppenhagenii,Mammillaria reppenhagenii,,,
2839823,Mammillaria crucigera subsp. tlalocii,Mammillaria tlalocii,,,
2839824,Mammillaria huitzilopochtli subsp. niduliformis,Mammillaria huitzilopochtli var. niduliformis,,,
2839825,Mammillaria lanata,Neomammillaria lanata,,,
2569579,Lophophora fricii,Lophophora diffusa subsp. fricii,,,
2782573,Mammillaria bullardiana,Neomammillaria bullardiana,,,
2782575,Mammillaria johnstonii,Neomammillaria johnstonii,,,
2782576,Mammillaria maritima,Cochemiea maritima,,,
2782577,Mammillaria petrophila subsp. arida,Mammillaria arida,,,
2569580,Lophophora koehresii,Lophophora diffusa var. koehresii,,,
2782579,Mammillaria slevinii,Neomammillaria slevinii,,,
2782580,Mammillaria viridiflora,Neomammillaria viridiflora,,,
2782581,Mammillaria wrightii subsp. wilcoxii,Mammillaria wilcoxii,,,
1873327,Reicheocactus famatimensis,Echinocactus famatimensis,,,
1873327,Reicheocactus famatimensis,Echinopsis famatimensis,,,
1873327,Reicheocactus famatimensis,Lobivia famatimensis,,,
1873331,Aylostera eos,Rebutia eos,,,
1873332,Aylostera malochii,Rebutia malochii,,,
1873333,Aylostera mamillosa,Rebutia mamillosa,,,
2282249,Eriosyce chilensis var. albidiflora,Pyrrhocactus chilensis var. albidiflorus,,,
267726,Arequipa leucotricha,Echinocactus leucotrichus,,,
267726,Arequipa leucotricha,Oreocereus leucotrichus,,,
267727,Echinopsis uebelmanniana,Soehrensia uebelmanniana,,,
267728,Leucostele coquimbana,Cactus coquimbanus,,,
267728,Leucostele coquimbana,Echinopsis coquimbana,,,
267729,Leucostele deserticola,"Cereus deserticola Werderm., 1929",,,
267729,Leucostele deserticola,Trichocereus deserticola,,,
267730,Leucostele litoralis,Echinopsis chiloensis subsp. litoralis,,,
267730,Leucostele litoralis,Echinopsis litoralis,,,
267731,Leucostele skottsbergii,Echinopsis chiloensis subsp. skottsbergii,,,
267731,Leucostele skottsbergii,Echinopsis skottsbergii,,,
267731,Leucostele skottsbergii,Trichocereus skottsbergii,,,
267732,Echinopsis spinibarbis,Cereus spinibarbis,,,
267733,Leucostele atacamensis,Cereus atacamensis,,,
267733,Leucostele atacamensis,Echinopsis atacamensis,,,
2282255,Eriosyce curvispina subsp. tuberisulcata,Echinocactus tuberisulcatus,,,
2282257,Eriosyce garaventae,Horridocactus garavantai,,,
2282257,Eriosyce garaventae,Horridocactus garaventae,,,
2282258,Eriosyce heinrichiana,Horridocactus heinrichianus,,,
2282259,Eriosyce heinrichiana subsp. intermedia,Pyrrhocactus setosiflorus var. intermedius,,,
2282265,Eriosyce marksiana var. lissocarpa,Pyrrhocactus lissocarpus,,,
2364975,Eriosyce wagenknechtii,Eriosyce subgibbosa subsp. wagenknechtii,,,
2364975,Eriosyce wagenknechtii,Neoporteria wagenknechtii,,,
980627,Mammillaria sheldonii,Neomammillaria sheldonii,,,
1349387,Homalocephala parryi,Echinocactus parryi,,,
1349388,Astrophytum coahuilense,Echinocactus myriostigma subsp. coahuilensis,,,
867413,Mammillaria densispina,Cactus densispinus,,,
186265,Cactoideae,Blossfeldioideae,,,
867418,Mammillaria flavicentra,Mammillaria dixanthocentron subsp. flavicentra,,,
867422,Mammillaria halbingeri,Mammillaria halhingeri,,,
867427,Mammillaria longiflora,Neomammillaria longiflora,,,
867438,Mammillaria painteri,Mammillaria crinita subsp. painteri,,,
2078760,Opuntia mesacantha subsp. lata,Opuntia lata,,,
867450,Mammillaria aff. sheldonii T1578,Mammillaria sp. T1578,,,
1931368,Lophocereus,Cereus subgen. Lophocereus,,,
867460,Mammillaria winterae,Mammillaria winteriae,,,
1217529,Echinopsis angelesiae,Trichocereus angelesiae,,,
867462,Mammillaria zublerae,Mammillaria prolifera subsp. zublerae,,,
1038472,Coryphantha radians,Mammillaria radians,,,
1038476,Echinocereus chloranthus,Cereus chloranthus,,,
1038477,Coryphantha duncanii,Escobaria duncanii,,,
1038477,Coryphantha duncanii,Escobesseya duncanii,,,
1038486,Selenicereus grandiflorus subsp. hondurensis,Cereus hondurensis,,,
1038486,Selenicereus grandiflorus subsp. hondurensis,Selenicereus hondurensis,,,
1038489,Tephrocactus turpinii,Opuntia turpinii,,,
1038490,Ferocactus leucacanthus,Echinocactus leucacanthus,,,
1038490,Ferocactus leucacanthus,Thelocactus leucacanthus,,,
1038492,Turbinicarpus klinkerianus,Turbinicarpus schmiedickeanus subsp. klinkerianus,,,
1038492,Turbinicarpus klinkerianus,Turbinicarpus schmiedickeanus var. klinkerianus,,,
153834,Echinopsis thionantha subsp. glauca,Acanthocalycium glaucum,,,
153836,Acanthocereus pentagonus,Cactus pentagonus,,,
153840,Austrocactus bertinii,Cereus bertinii,,,
153842,Browningia hertlingiana,Clistanthocereus hertlingianus,,,
153845,Cereus,Piptanthocereus,,,
153848,Coleocephalocereus fluminensis,Cereus fluminensis,,,
153849,Corryocactus brevistylus,Cereus brevistylus,,,
153850,Corryocactus tenuiculus,Erdisia tenuicula,,,
153851,Disocactus,Aporocactus,,,
153851,Disocactus,Heliocereus,,,
153851,Disocactus,Nopalxochia,,,
153852,Pseudorhipsalis amazonica,Disocactus amazonicus,,,
153852,Pseudorhipsalis amazonica,Wittia amazonica,,,
153854,Echinocereus pentalophus,Cereus pentalophus,,,
153855,Eriosyce,Neoporteria,,,
153855,Eriosyce,Thelocephala,,,
153856,Eriosyce aurata,Echinocactus auratus,,,
153856,Eriosyce aurata,Eriosyce ausseliana,,,
153857,Eriosyce islayensis,Echinocactus islayensis,,,
153858,Eriosyce napina,Echinocactus napinus,,,
153859,Eriosyce subgibbosa,Echinocactus subgibbosus,,,
153859,Eriosyce subgibbosa,Neoporteria subgibbosa,,,
153863,Eulychnia iquiquensis,Cereus iquiquensis,,,
153865,Gymnocalycium denudatum,Echinocactus denudatus,,,
153867,Haageocereus pseudomelanostele,Haageocereus multangularis var. pseudomelanostele,,,
153869,Harrisia pomanensis,Cereus pomanensis,,,
153870,Leptocereus,Cereus subgen. Leptocereus,,,
153870,Leptocereus,Dendrocereus,,,
153873,Echinopsis pentlandii,Echinocactus pentlandii,,,
153873,Echinopsis pentlandii,Lobivia pentlandii,,,
153875,Lophocereus schottii,Pachycereus schottii,,,
153877,Micranthocereus albicephalus,Austrocephalocereus albicephalus,,,
153879,Neoraimondia arequipensis,Cereus arequipensis,,,
153882,Oreocereus,Cereus subgen. Oreocereus,,,
153883,Oreocereus celsianus,Pilocereus celsianus,,,
153890,Pfeiffera ianthothele,Lepismium ianthothele,,,
153888,Parodia ottonis,Cactus ottonis,,,
153895,Selenicereus boeckmannii,Cereus boeckmannii,,,
153897,Stetsonia coryne,Cereus coryne,,,
2496816,Rebutia mentosa,Sulcorebutia mentosa,,,
432447,Cleistocactus,Bolivicereus,,,
432447,Cleistocactus,Winterocereus,,,
432448,Cleistocactus strausii,Pilocereus strausii,,,
432454,Espostoa guentheri,Cephalocereus guentheri,,,
432454,Espostoa guentheri,Vatricania guentheri,,,
432456,Espostoopsis dybowskii,Cereus dybowskii,,,
432460,Aylostera deminuta,Echinopsis deminuta,,,
432460,Aylostera deminuta,Rebutia deminuta,,,
432466,Rebutia arenacea,Sulcorebutia arenacea,,,
432466,Rebutia arenacea,Weingartia arenacea,,,
432467,Weingartia,Cintia,,,
686418,Rebutia wessneriana var. beryllioides,Rebutia calliantha var. beryllioides,,,
686418,Rebutia wessneriana var. beryllioides,Rebutia wessneriana subsp. beryllioides,,,
686418,Rebutia wessneriana var. beryllioides,Rebutia wessneriana var. berilloydes,,,
432473,Austrocactus philippii,Cereus philippii,,,
432472,Copiapoa knizei,Cintia knizei,,,
432477,Discocactus zehntneri subsp. boomianus,Discocactus boomianus,,,
432476,Coleocephalocereus goebelianus,Cereus goebelianus,,,
432479,Echinopsis arachnacantha,Echinopsis ancistrophora subsp. arachnacantha,,,
432479,Echinopsis arachnacantha,Lobivia arachnacantha,,,
432480,Leucostele atacamensis subsp. pasacana,Echinopsis atacamensis subsp. pasacana,,,
432480,Leucostele atacamensis subsp. pasacana,Echinopsis pasacana,,,
432480,Leucostele atacamensis subsp. pasacana,Pilocereus pasacanus,,,
432480,Leucostele atacamensis subsp. pasacana,Trichocereus pasacana,,,
432481,Echinopsis cinnabarina,Echinocactus cinnabarinus,,,
432481,Echinopsis cinnabarina,Lobivia cinnabarina,,,
432482,Echinopsis huotii,Echinocactus huotii,,,
432482,Echinopsis huotii,Echinopsis huotti,,,
432483,Lobivia mamillosa,Echinopsis mamillosa,,,
432483,Lobivia mamillosa,Echinopsis mamillosa var. kermesina,,,
432483,Lobivia mamillosa,Pseudolobivia kermesina,,,
432484,Echinopsis mirabilis,Setiechinopsis mirabilis,,,
432485,Echinopsis schickendantzii,Trichocereus schickendantzii,,,
432486,Echinopsis tiegeliana,Lobivia tiegeliana,,,
432487,Espostoa lanata,Cactus lanatus,,,
432493,Gymnocalycium bruchii,Frailea bruchii,,,
432495,Gymnocalycium leptanthum,Echinocactus platensis var. leptanthus,,,
432496,Gymnocalycium paraguayense,Echinocactus paraguayensis,,,
432501,Gymnocalycium schickendantzii,Echinocactus schickendantzii,,,
432503,Matucana aurantiaca,Echinocactus aurantiacus,,,
432504,Micranthocereus auriazureus,Micranthocereus auri-azureus,,,
432505,Neoraimondia arequipensis subsp. roseiflora,Cereus macrostibas var. roseiflorus,,,
432506,Aylostera einsteinii,Rebutia einsteinii,,,
432507,Rebutia fiebrigii,Echinocactus fiebrigii,,,
432508,Rebutia minuscula,Rebutia miniscula,,,
432511,Aylostera pygmaea,Echinopsis pygmaea,,,
432511,Aylostera pygmaea,Rebutia pygmaea,,,
432512,Rebutia steinmannii,Echinocactus steinmannii,,,
432513,Rebutia canigueralii,Sulcorebutia canigueralii,,,
432513,Rebutia canigueralii,Weingartia canigueralii,,,
432515,Weingartia crispata,Rebutia canigueralii subsp. crispata,,,
432515,Weingartia crispata,Sulcorebutia crispata,,,
432517,Rebutia mentosa subsp. purpurea,Sulcorebutia purpurea,,,
432517,Rebutia mentosa subsp. purpurea,Weingartia purpurea,,,
432518,Weingartia sp. LM-2007,Sulcorebutia sp. LM-2007,,,
432519,Rebutia steinbachii,Sulcorebutia steinbachii,,,
432519,Rebutia steinbachii,Weingartia steinbachii,,,
432520,Weingartia tarijensis,Sulcorebutia tarijensis,,,
432522,Rebutia fidaiana subsp. cintiensis,Weingartia cintiensis,,,
432523,Rebutia fidaiana,Spegazzinia fidaiana,,,
432523,Rebutia fidaiana,Weingartia fidaiana,,,
432524,Rebutia neocumingii,Weingartia neocumingii,,,
432525,Rebutia neocumingii subsp. neocumingii,Weingartia neocumingii subsp. neocumingii,,,
432526,Rebutia neocumingii subsp. pulquinensis,Weingartia neocumingii subsp. pulquinensis,,,
432526,Rebutia neocumingii subsp. pulquinensis,Weingartia pulquinensis,,,
432527,Weingartia westii,Gymnocalycium westii,,,
1677705,Copiapoa conglomerata,Echinocactus conglomeratus,,,
1677711,Copiapoa echinoides,Echinocactus echinoides,,,
1677713,Copiapoa fiedleriana,Echinocactus fiedlerianus,,,
1677734,Copiapoa cinerea x Copiapoa gigantea,Copiapoa cinerea x gigantea,,,
1677732,Eriosyce esmeraldana,Chileorebutia esmeraldana,,,
867520,Ferocactus phyllacanthus,Echinocactus phyllacanthus,,,
867520,Ferocactus phyllacanthus,Stenocactus phyllacanthus,,,
326071,Rhipsalidopsis gaertneri,Epiphyllum gaertneri,,,
326071,Rhipsalidopsis gaertneri,Epiphyllum russellianum var. gaertneri,,,
326071,Rhipsalidopsis gaertneri,Hatiora gaertneri,,,
326071,Rhipsalidopsis gaertneri,Schlumbergera gaertneri,,,
3144152,Uebelmannia pectinifera subsp. horrida,Uebelmannia pectinifera var. horrida,,,
1915416,Echinopsis klimpeliana,Acanthocalycium klimpelianum,,,
1915418,Tunilla albisaetacens,Opuntia albisaetacens,,,
1915419,Eriosyce islayensis subsp. omasensis,Eriosyce omasensis,,,
1915419,Eriosyce islayensis subsp. omasensis,Islaya omasensis,,,
1915420,Parodia stockingeri,Notocactus stockingeri,,,
1915421,Leucostele bolligeriana,Echinopsis bolligeriana,,,
2775605,Corryocactus melanotrichus,Cereus melanotrichus,,,
2775606,Leptocereus arboreus,Cereus arboreus,,,
2775607,Leptocereus assurgens,Cereus assurgens,,,
2775609,Leptocereus ekmanii,Cereus ekmanii,,,
2775615,Selenicereus calcaratus,Cereus calcaratus,,,
2775615,Selenicereus calcaratus,Hylocereus calcaratus,,,
2775616,Stenocereus fimbriatus,Cactus fimbriatus,,,
2923068,Mammillaria haageana subsp. san-angelensis,"Mammillaria sanangelensis Sanchez-Mej., 1981",,,
866908,Cylindropuntia x tetracantha,Cylindropuntia tetracantha,,,
866908,Cylindropuntia x tetracantha,Opuntia x tetracantha,,,
866923,Acharagma roseanum subsp. galeanense,Escobaria roseana subsp. galeanensis,,,
866924,Ariocarpus fissuratus,Mammillaria fissurata,,,
866925,Ariocarpus kotschoubeyanus,Anhalonium kotschoubeyanum,,,
866927,Ariocarpus trigonus,Anhalonium trigonum,,,
866927,Ariocarpus trigonus,Ariocarpus retusus subsp. trigonus,,,
866929,Astrophytum caput-medusae,Digitostigma caput-medusae,,,
866930,Astrophytum ornatum,Echinocactus ornatus,,,
866931,Austrocylindropuntia cylindrica,Opuntia cylindrica,,,
866933,Grusonia bulbispina,Corynopuntia bulbispina,,,
866934,Grusonia emoryi,Corynopuntia emoryi,,,
866935,Grusonia grahamii,Corynopuntia grahamii,,,
866935,Grusonia grahamii,Opuntia grahamii,,,
866936,Grusonia invicta,Corynopuntia invicta,,,
866936,Grusonia invicta,Opuntia invicta,,,
866937,Grusonia kunzei,Corynopuntia kunzei,,,
866937,Grusonia kunzei,Opuntia kunzei,,,
866939,Grusonia moelleri,Corynopuntia moelleri,,,
866939,Grusonia moelleri,Opuntia moelleri,,,
866940,Grusonia parishii,Corynopuntia parishii,,,
866940,Grusonia parishii,Opuntia parishii,,,
866942,Grusonia schottii,Corynopuntia schottii,,,
866943,Grusonia vilis,Corynopuntia vilis,,,
866944,Coryphantha clavata,Mammillaria clavata,,,
1001078,Parodia concinna,Notocactus concinnus,,,
866946,Coryphantha cornifera,Mammillaria cornifera,,,
866949,Coryphantha echinoidea,Mammillaria echinoidea,,,
866950,Coryphantha echinus,Mammillaria echinus,,,
866956,Coryphantha macromeris,Mammillaria macromeris,,,
866959,Coryphantha nickelsiae,Mammillaria nickelsiae,,,
866960,Coryphantha octacantha,Mammillaria octacantha,,,
866961,Coryphantha ottonis,Mammillaria ottonis,,,
866962,Coryphantha poselgeriana,Echinocactus poselgerianus,,,
866965,Coryphantha pycnacantha,Mammillaria pycnacantha,,,
1686170,Cylindropuntia ciribe,Cylindropuntia bigelovii var. ciribe,,,
1686170,Cylindropuntia ciribe,Opuntia ciribe,,,
1686171,Cylindropuntia clavellina,Opuntia clavellina,,,
1686172,Cylindropuntia parryi,Opuntia parryi,,,
1112733,Austrocylindropuntia floccosa,Opuntia floccosa,,,
866977,Cylindropuntia anteojoensis,Opuntia anteojoensis,,,
866980,Cylindropuntia echinocarpa,Opuntia echinocarpa Engelm. & J.M.Bigelow,,,
866981,Cylindropuntia ganderi,Opuntia acanthocarpa subsp. ganderi,,,
866982,Cylindropuntia kleiniae,Opuntia kleiniae,,,
866983,Cylindropuntia leptocaulis,Opuntia leptocaulis,,,
866985,Cylindropuntia munzii,Cylindropuntia x munzii,,,
866987,Cylindropuntia sanfelipensis,Opuntia sanfelipensis,,,
1112749,Cumulopuntia boliviana subsp. dactylifera,Opuntia dactylifera,,,
1112750,Cumulopuntia boliviana subsp. echinacea,Cumulopuntia echinacea,,,
1112750,Cumulopuntia boliviana subsp. echinacea,Opuntia echinacea,,,
1112750,Cumulopuntia boliviana subsp. echinacea,Tephrocactus echinaceus,,,
1112752,Cumulopuntia corotilla,Opuntia corotilla,,,
1112753,Cumulopuntia ignota,Opuntia ignota,,,
866988,Cylindropuntia spinosior,Opuntia whipplei var. spinosior,,,
866990,Cylindropuntia thurberi,Opuntia thurberi,,,
1112758,Cumulopuntia zehnderi,Opuntia zehnderii (Rauh & Backeb.) G.D.Rowley,,,
1112758,Cumulopuntia zehnderi,Tephrocactus zehnderi,,,
866991,Cylindropuntia versicolor,Opuntia versicolor,,,
1112760,Maihueniopsis clavarioides,Opuntia clavarioides,,,
1112760,Maihueniopsis clavarioides,Puna clavarioides,,,
1112762,Maihueniopsis minuta,Tephrocactus minutus,,,
1112767,Tunilla orurensis,Opuntia orurensis,,,
1112768,Airampoa soehrensii,Opuntia soehrensii,,,
1112768,Airampoa soehrensii,"Tunilla soehrensii (Britton & Rose) D.R.Hunt & Iliff, 2000",,,
146107,Pereskiopsis porteri,Opuntia porteri,,,
1112772,Maihueniopsis conoidea,Tephrocactus conoideus,,,
1112774,Maihueniopsis hickenii,Opuntia hickenii,,,
1112775,Maihueniopsis platyacantha,Opuntia platyacantha,,,
1112779,Pterocactus valentinii,Pterocactus valentini,,,
867023,Morangaya pensilis,Cereus pensilis,,,
867023,Morangaya pensilis,Echinocereus pensilis,,,
867021,Echinocereus pamanesiorum,Echinocereus pamanesii,,,
867024,Echinocereus polyacanthus,Echinocereus triglochidiatus subsp. polyacanthus,,,
867025,Echinocereus pulchellus,Echinocactus pulchellus,,,
867027,Echinocereus reichenbachii,Echinocactus reichenbachii,,,
867031,Echinocereus sciurus,Cereus sciurus,,,
2923238,Tacinga subcylindrica,Tacinga inamoena subsp. subcylindrica,,,
2923239,Epiphyllum chrysocardium,Selenicereus chrysocardium,,,
2923240,Uebelmannia gummifera,Parodia gummifera,,,
2923243,Discocactus hartmannii,Echinocactus hartmannii,,,
2923244,Melocactus macracanthos,Cactus macracanthos,,,
2923247,Xiquexique frewenii,Pilosocereus frewenii,,,
2923248,Cereus pierre-braunianus,Cereus pierrebraunianus,,,
867048,Ferocactus emoryi,Echinocactus emoryi,,,
867049,Ferocactus fordii,Echinocactus fordii,,,
867051,Ferocactus haematacanthus,Echinocactus electracanthus var. haematacanthus,,,
867055,Ferocactus macrodiscus,Echinocactus macrodiscus,,,
867056,Ferocactus peninsulae,Echinocactus peninsulae,,,
572155,Cumulopuntia subterranea,Maihueniopsis subterranea,,,
572155,Cumulopuntia subterranea,Opuntia subterranea,,,
867059,Ferocactus santa-maria,Ferocactus santamaria,,,
867062,Ferocactus viridescens,Echinocactus viridescens,,,
1001109,Melocactus intortus,Cactus intortus,,,
154401,Leuenbergeria guamacho,Pereskia guamacho,,,
154403,Leuenbergeria zinniiflora,Pereskia zinniiflora,,,
154406,Austrocylindropuntia vestita,Opuntia vestita,,,
154408,Pereskiopsis diguetii,Pereskiopsis deguetii,,,
154413,Frailea gracillima,Echinocactus gracillimus,,,
154414,Frailea phaeodisca,Echinocactus pygmaeus var. phaeodiscus,,,
154417,Copiapoa solaris,Pilocopiapoa solaris,,,
154418,Copiapoa bridgesii,Echinocactus bridgesii,,,
154421,Pfeiffera monacantha,Rhipsalis monacantha,,,
154428,Hatiora salicornioides,Hatiora salicornoides,,,
154428,Hatiora salicornioides,Rhipsalis salicornioides,,,
154428,Hatiora salicornioides,Rhipsalis salicornoides,,,
154433,Lophocereus gatesii,Pachycereus gatesii,,,
154435,Lophocereus marginatus,Cereus marginatus,,,
154435,Lophocereus marginatus,Pachycereus marginatus,,,
154438,Pachycereus weberi,Cereus weberi,,,
154439,Lophocereus schottii var. australis,Cereus schottii var. australis,,,
154439,Lophocereus schottii var. australis,Pachycereus schottii var. australis,,,
154440,Lophocereus schottii subsp. schottii,Pachycereus schottii subsp. schottii,,,
2775873,Leptocereus weingartianus,Cereus weingartianus,,,
2923357,Eriosyce curvispina var. aconcaguensis,Pyrrhocactus aconcaguensis,,,
2923358,Eriosyce curvispina var. mutabilis,Pyrrhocactus horridus var. mutabilis,,,
2923359,Eriosyce robusta,Eriosyce curvispina var. robusta,,,
2923359,Eriosyce robusta,Pyrrhocactus robustus,,,
2923360,Eriosyce litoralis,Eriosyce subgibbosa var. litoralis,,,
2923360,Eriosyce litoralis,Neoporteria litoralis,,,
2923385,Melocactus bahiensis,Cactus bahiensis,,,
2923386,Melocactus bahiensis subsp. amethystinus,Melocactus amethystinus,,,
2923387,Melocactus curvispinus subsp. caesius,Melocactus caesius,,,
2923406,Melocactus broadwayi,Cactus broadwayi,,,
2923409,Melocactus harlowii,Cactus harlowii,,,
2923411,Melocactus lemairei,Echinocactus lemairei,,,
2923473,Melocactus acunai,Melocactus acunae,,,
2923474,Melocactus lagunaensis,Melocactus acunai subsp. lagunaensis,,,
2743306,Tacinga werneri,Opuntia werneri,,,
130090,Acharagma roseanum,Echinocactus roseanus,,,
130090,Acharagma roseanum,Escobaria roseana,,,
130092,Ferocactus uncinatus,Ancistrocactus uncinatus,,,
130092,Ferocactus uncinatus,Glandulicactus uncinatus,,,
130092,Ferocactus uncinatus,Sclerocactus uncinatus,,,
130094,Ariocarpus agavioides,Ariocarpus agavoides,,,
130094,Ariocarpus agavioides,Neogomesia agavioides,,,
130096,Astrophytum,Digitostigma,,,
130101,Aztekium ritteri,Echinocactus ritteri,,,
130107,Corryocactus brachypetalus,Cereus brachypetalus,,,
2358336,Stenocereus yunckeri,Cereus yunckeri,,,
130113,Echinocactus platyacanthus,Echinocactus ingens,,,
867398,Cumulopuntia boliviana,Maihueniopsis bolivianum,,,
867400,Selenicereus ocamponis,Cereus ocamponis,,,
867400,Selenicereus ocamponis,Hylocereus bronxensis,,,
867400,Selenicereus ocamponis,Hylocereus ocamponis,,,
867402,Maihueniopsis glomerata,Opuntia glomerata,,,
867396,Cumarinia odorata,Coryphantha odorata,,,
130115,Pelecyphora strobiliformis,Ariocarpus strobiliformis,,,
130115,Pelecyphora strobiliformis,Encephalocarpus strobiliformis,,,
867404,Mammillaria albiflora,Mammillaria herrerae var. albiflora,,,
867405,Mammillaria aureilanata,Mammillaria cephalophora Quehl,,,
130133,Homalocephala texensis,Echinocactus texensis,,,
867410,Mammillaria coahuilensis,Porfiria coahuilensis,,,
130139,Mammillaria,Cochemiea,,,
130139,Mammillaria,Mammilloydia,,,
130141,Mammillaria candida,Mammilloydia candida,,,
130145,Mammillaria halei,Cochemiea halei,,,
130146,Mammillaria jaliscana,Neomammillaria jaliscana,,,
130151,Mammillaria poselgeri,Cochemiea poselgeri,,,
130156,Neolloydia conoidea,Mammillaria conoidea,,,
130161,Parodia,Notocactus,,,
130162,Parodia haselbergii,Brasilicactus haselbergii,,,
1195125,Selenicereus escuintlensis,Hylocereus escuintlensis,,,
1195126,Selenicereus guatemalensis,Cereus trigonus var. guatemalensis,,,
1195126,Selenicereus guatemalensis,Hylocereus guatemalensis,,,
1195127,Selenicereus megalanthus,Cereus megalanthus,,,
1195127,Selenicereus megalanthus,Hylocereus megalanthus,,,
1195128,Selenicereus monacanthus,Cereus monacanthus,,,
1195128,Selenicereus monacanthus,Cereus polyrhizus,,,
1195128,Selenicereus monacanthus,Hylocereus monacanthus,,,
1195128,Selenicereus monacanthus,Hylocereus peruvianus,,,
1195128,Selenicereus monacanthus,Hylocereus polyrhizus,,,
130165,Pelecyphora,Encephalocarpus,,,
1195132,Selenicereus inermis,Cereus inermis,,,
1195133,Selenicereus pteranthus,Cereus pteranthus,,,
130167,Sclerocactus,Ancistrocactus,,,
1195139,Selenicereus sp. OP-2013b,Hylocereus sp. 108,,,
1195139,Selenicereus sp. OP-2013b,Hylocereus sp. OP-2013b,,,
1195141,x Aporberocereus innesii,Aporberocereus innesii,,,
1195141,x Aporberocereus innesii,Selenicereus innesii,,,
867469,Pilosocereus alensis,Pilocereus alensis,,,
867470,Pilosocereus chrysacanthus,Pilocereus chrysacanthus,,,
867471,Pilosocereus leucocephalus,Pilocereus leucocephalus,,,
